index_num,mobiles,Link,img_links,best_buy_links,Summary, k_Display, k_Processor,  k_Front Camera,k_Rear Camera,k_RAM,k_Storage,k_Battery_Capacity,k_OS,design,display,software,performance,battery life,camera,value for money,b_Price,Alternate names,Brand,Model,Price in India,Release date,Launched in India,Form factor,Thickness,Body type,Dimensions (mm),Weight,IP rating,Battery capacity (mAh),Removable battery,Fast charging,Wireless charging,Colours,SAR value,Refresh Rate,Screen size (inches),Touchscreen,Resolution,Protection type,Aspect ratio,Pixels per inch (PPI),Processor,Processor make,RAM,Internal storage,Expandable storage,Expandable storage type,Expandable storage up to (GB),Dedicated microSD slot,Rear camera,No. of Rear Cameras,Rear autofocus,Rear flash,Front camera,No. of Front Cameras,Front autofocus,Front flash,Pop-Up Camera,Operating system,Skin,Face unlock,3D face recognition,Fingerprint sensor,In-Display Fingerprint Sensor,Compass/ Magnetometer,Proximity sensor,Accelerometer,Ambient light sensor,Gyroscope,Barometer,Temperature sensor,Wi-Fi,Wi-Fi standards supported,GPS,Bluetooth,NFC,Infrared,USB OTG,USB Type-C,Micro-USB,Lightning,Headphones,FM,Number of SIMs,Wi-Fi Direct,Mobile High-Definition Link (MHL),Active 4G on both SIM cards,SIM 1 SIM Type,GSM/CDMA,3G,4G/ LTE,5G,Supports 4G in India (Band 40),SIM 2 SIM Type,Pros,Cons
35,Motorola Edge 50 Neo,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobhfhdrrcyfe7yj&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/Moto-Edge-50-Neo-DB-709x800-1725004401.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobhfhdrrcyfe7yj&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Motorola Edge 50 Neo mobile was launched on 29th August 2024. The phone comes with a 120 Hz refresh rate 6.40-inch touchscreen display offering a resolution of  1220x2670 pixels (FHD+) at a pixel density of 460 pixels per inch (ppi) and an aspect ratio of 20:9. The display sports Corning Gorilla Glass 3 for protection. Motorola Edge 50 Neo is powered by  an octa-core MediaTek Dimensity 7300 processor. It comes with 12GB of RAM. The Motorola Edge 50 Neo runs Android 14 and  is powered by a 5000mAh non-removable battery.  The Motorola Edge 50 Neo supports wireless charging, as well as 68W Turbo Charge fast charging. As far as the cameras are concerned, the Motorola Edge 50 Neo on the rear packs a triple camera setup featuring a 50-megapixel (f/1.8) primary  camera;  a 13-megapixel (f/2.2, ultra wide-angle)  camera, and  a 10-megapixel (f/2.0, telephoto)  camera. The rear camera setup has autofocus. It has a single front camera setup for selfies, featuring  a 32-megapixel sensor with an f/2.4 aperture. The front camera also features autofocus.The Motorola Edge 50 Neo runs Hello UI is based on Android 14 and packs 256GB of inbuilt storage (up to 1000GB). The Motorola Edge 50 Neo is a dual-SIM (GSM and GSM) mobile that accepts Nano-SIM and Nano-SIM cards. The Motorola Edge 50 Neo measures 154.10 x 71.20 x 8.10mm (height x width x thickness)  and weighs 171.00 grams. It was launched in Pantone Grisaille, Pantone Latte, Pantone Nautical Blue, and  Pantone Poinciana colours. It features an IP68 rating for dust and water protection. It bears a pu leather body.  Connectivity options on the Motorola Edge 50 Neo include Wi-Fi  802.11 a/b/g/n/ac, GPS, Bluetooth v5.30, NFC, USB Type-C, 3G, 4G (with support for Band 40 used by some LTE networks in India) , and  5G with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  compass/ magnetometer,  gyroscope,  proximity sensor, and  in-display fingerprint sensor.As of 22nd January 2025, Motorola Edge 50 Neo price in India starts at Rs. 20,999.",6.40-inch (1220x2670),MediaTek Dimensity 7300,32MP,50MP + 13MP + 10MP,12GB,256GB,5000mAh,Android 14,7.5,6.5,7.6,7.2,7.1,7,,20999,,Motorola,Edge 50 Neo,20999,29th August 2024,,Touchscreen,,PU Leather,154.10 x 71.20 x 8.10,171,IP68,5000,,68W Turbo Charge,Yes,"Pantone Grisaille, Pantone Latte, Pantone Nautical Blue, Pantone Poinciana",,120 Hz,6.4,Yes,1220x2670 pixels,Corning Gorilla Glass 3,20:09,,octa-core,MediaTek Dimensity 7300,12GB,256GB,No,microSD,1000,No,50MP + 13MP + 10MP,3,Yes,Yes,32MP,1,Yes,No,,Android 14,Hello UI,No,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,802.11 a/b/g/n/ac,Yes,"Yes, v 5.30",Yes,No,,Yes,,,,,2,,,,Nano-SIM,,,,Yes,Yes,Nano-SIM,,
36,CMF by Nothing Phone 1,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0d9bt3hx1&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/cmf-phone-1-main-gadgets-360-621x800-1721719017.png,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0d9bt3hx1&pgtyp=product&pgcat=Mobiles&clicked_on=13,"The CMF Phone 1 has interesting features and specifications that make it stand out. The swappable rear panels are a unique thing that you will find in this price segment nowadays. The phone also has an IP65 rating, good enough for minor spills. The handset also delivers decent performance in this price segment. The gaming is handled reasonably, and so does everyday tasks. Moreover, the phone brings a custom user interface that gives a unique look and feel. The phone also brings good camera performance in different lighting conditions. However, there is no support for a wide-angle lens or telephoto lens. The battery life is solid for this one, and the charging speed is good enough.",6.70-inch (1080x2400),MediaTek Dimensity 7300,16MP,50MP + 2MP,"6GB, 8GB",128GB,5000mAh,Android 14,8.6,6.4,8.7,7.1,7.1,6.9,,14698,,CMF by Nothing,Phone 1,14698,8th July 2024,,Touchscreen,,Polycarbonate,164.00 x 77.00 x 8.00,197,IP52,5000,,33W Fast Charging,No,"Black, Blue, Light Green Orange",,120 Hz,6.7,Yes,1080x2400 pixels,,20.5:9,,2.5GHz MHz octa-core,MediaTek Dimensity 7300,"6GB, 8GB",128GB,Yes,microSD,2000,No,50MP + 2MP,2,,LED,16MP,1,,,,Android 14,Nothing OS 2.6,Yes,,,Yes,,,Yes,Yes,Yes,,,Yes,,,"Yes, v 5.30",,,,Yes,,,,,2,,,,Nano-SIM,,,,,,Nano-SIM,,
37,Moto G64 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0drrtxxbs&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/moto-g64-motorola-366x800-1713268393.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0drrtxxbs&pgtyp=product&pgcat=Mobiles&clicked_on=13,"The Moto G64 5G is a minor update over last year's Moto G54 5G. It comes with a slightly faster MediaTek Dimensity 7025 SoC, which is paired with up to 12GB RAM and 256GB internal storage. The phone is fast enough for most tasks and you can also play most games on it without any heating issues or lag. However, you'll need to run high-end games on lower settings. You get a dual rear camera setup with a main 50-megapixel sensor with OIS, and an 8-megapixel ultra-wide sensor. Photo quality is good in daylight conditions, but lowlight performance isn't that good. The phone also packs a 6,000mAh battery that can easily last two days with normal usage. A 33W fast charger is available in the box. The Moto G64 5G, while it doesn't offer major upgrades over its predecessor, is still good value for money and easy to recommend.",6.50-inch (1080x2400),,16MP,50MP + 8MP,"8GB, 12GB","128GB, 256GB",6000mAh,Android 14,6.9,6.3,7.5,7,8.9,6.8,,14010,,Motorola,Moto G64 5G,14010,16th April 2024,,Touchscreen,,,161.56 x 73.82 x 8.89,192,IP52,6000,,33W Fast Charging,No,,,120 Hz,6.5,Yes,1080x2400 pixels,,20:09,,,MediaTek Dimensity 7025,"8GB, 12GB","128GB, 256GB",Yes,microSD,1024,No,50MP + 8MP,2,Phase detection autofocus,,16MP,1,,,,Android 14,MyUX,,,Yes,,Yes,,Yes,Yes,Yes,,,Yes,802.11 ac,Yes,"Yes, v 5.30",Yes,,,Yes,,,,,2,,,,Nano-SIM,,,,,,Nano-SIM,,
38,iPhone 15,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0chx1w1xy&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/iphone-15-plus-553x800-1694549227.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0chx1w1xy&pgtyp=product&pgcat=Mobiles&clicked_on=13,"iPhone 15 mobile was launched on 12th September 2023. The phone comes with a 60 Hz refresh rate 6.10-inch touchscreen display offering a resolution of  1179x2556 pixels at a pixel density of 460 pixels per inch (ppi). iPhone 15 is powered by  a hexa-core Apple A16 Bionic processor. It comes with 6GB of RAM. The iPhone 15 supports wireless charging. As far as the cameras are concerned, the iPhone 15 on the rear packs a dual camera setup featuring a 48-megapixel (f/1.6) primary  camera, and  a 12-megapixel (f/2.4)  camera. It has a single front camera setup for selfies, featuring  a 12-megapixel sensor with an f/1.9 aperture.iPhone 15 is based on iOS 17 and packs 128GB, 256GB, 512GB of inbuilt storage. The iPhone 15 is a dual-SIM (GSM and GSM) mobile that accepts Nano-SIM and Nano-SIM cards. The iPhone 15 measures 147.60 x 71.60 x 7.80mm (height x width x thickness)  and weighs 171.00 grams. It was launched in Black, Blue, Green, Pink, and  Yellow colours. It features an IP68 rating for dust and water protection. Connectivity options on the iPhone 15 include Wi-Fi  802.11 b/g/n/ac/ax, GPS, Bluetooth v5.30, NFC, USB Type-C, 3G, 4G (with support for Band 40 used by some LTE networks in India) , and  5G with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  barometer,  gyroscope,  proximity sensor, and  compass/ magnetometer.As of 22nd January 2025, iPhone 15 price in India starts at Rs. 58,999.",6.10-inch (1179x2556),Apple A16 Bionic,12MP,48MP + 12MP,6GB,"128GB, 256GB, 512GB",,iOS 17,8.5,6.2,9.8,9,6.4,8.9,,58999,,Apple,iPhone 15,58999,12th September 2023,,,,,147.60 x 71.60 x 7.80,171,IP68,,,,Yes,"Black, Blue, Green, Pink, Yellow",,60 Hz,6.1,Yes,1179x2556 pixels,,,,hexa-core,Apple A16 Bionic,6GB,"128GB, 256GB, 512GB",No,,,,48MP + 12MP,2,,,12MP,1,,,,iOS 17,,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,802.11 b/g/n/ac/ax,Yes,"Yes, v 5.30",Yes,No,,Yes,,,,,2,,,,Nano-SIM,,,,Yes,Yes,Nano-SIM,,
39,Poco M7 Pro 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dr5dnj7x&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/poco-m7-pro-5g-poco-db-682x800-1734440832.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dr5dnj7x&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Poco M7 Pro 5G mobile was launched on 17th December 2024. The phone comes with a 120 Hz refresh rate 6.67-inch touchscreen display offering a resolution of  1080x2400 pixels (FHD+). It comes with 6GB, 8GB of RAM. The Poco M7 Pro 5G runs Android 14 and  is powered by a 5110mAh non-removable battery.  The Poco M7 Pro 5G supports 45W Fast Charging fast charging. As far as the cameras are concerned, the Poco M7 Pro 5G on the rear packs a dual camera setup featuring a 50-megapixel primary  camera, and  a 2-megapixel  camera. It has a single front camera setup for selfies, featuring  a 20-megapixel sensor.The Poco M7 Pro 5G runs HyperOS is based on Android 14 and packs 128GB, 256GB of inbuilt storage. The Poco M7 Pro 5G is a dual-SIM mobile. The Poco M7 Pro 5G measures 162.40 x 75.70 x 7.99mm (height x width x thickness)  and weighs 190.00 grams. It was launched in Lavender Frost, Lunar Dust, and  Olive Twilight colours. It features an IP64 rating for dust and water protection. Connectivity options on the Poco M7 Pro 5G include Wi-Fi  802.11 a/b/g/n/ac, GPS, Bluetooth v5.30, Infrared, and  USB Type-C with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  compass/ magnetometer,  gyroscope,  proximity sensor, and  in-display fingerprint sensor.As of 22nd January 2025, Poco M7 Pro 5G price in India starts at Rs. 14,940.",6.67-inch (1080x2400),,20MP,50MP + 2MP,"6GB, 8GB","128GB, 256GB",5110mAh,Android 14,6.8,6.1,7.4,6.9,7.5,6.7,,14940,,Poco,M7 Pro 5G,14940,17th December 2024,,Touchscreen,,,162.40 x 75.70 x 7.99,190,IP64,5110,,45W Fast Charging,No,"Lavender Frost, Lunar Dust, Olive Twilight",,120 Hz,6.67,Yes,1080x2400 pixels,,,,,MediaTek Dimensity 7025 Ultra,"6GB, 8GB","128GB, 256GB",,,,,50MP + 2MP,2,,,20MP,1,,,,Android 14,HyperOS,,,,Yes,Yes,Yes,Yes,Yes,Yes,,,Yes,802.11 a/b/g/n/ac,Yes,"Yes, v 5.30",,Yes,,Yes,,,,,2,,,,,,,,,,,,
40,Poco X6 Neo 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0cy9bx3s1&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/Poco-X6-Neo-5G-DB-709x800-1710314503.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0cy9bx3s1&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Poco X6 Neo 5G mobile was launched on 13th March 2024. The phone comes with a 120 Hz refresh rate 6.67-inch touchscreen display offering a resolution of  1080x2400 pixels (FHD+). Poco X6 Neo 5G is powered by  an octa-core MediaTek Dimensity 6080 processor. It comes with 8GB, 12GB of RAM. The Poco X6 Neo 5G runs Android 13 and  is powered by a 5000mAh non-removable battery.  The Poco X6 Neo 5G supports 33W Fast Charging fast charging. As far as the cameras are concerned, the Poco X6 Neo 5G on the rear packs a dual camera setup featuring a 108-megapixel primary  camera, and  a 2-megapixel  camera. It has a single front camera setup for selfies, featuring  a 16-megapixel sensor.The Poco X6 Neo 5G runs MIUI 14 is based on Android 13 and packs 128GB, 256GB of inbuilt storage. The Poco X6 Neo 5G is a dual-SIM mobile. The Poco X6 Neo 5G measures 161.11 x 74.95 x 7.69mm (height x width x thickness)  and weighs 175.00 grams. It was launched in Astral Black, Horizon Blue, and  Martian Orange colours. It features an IP54 rating for dust and water protection. Connectivity options on the Poco X6 Neo 5G include Wi-Fi  802.11 a/b/g/n/ac, GPS, Bluetooth v5.30, NFC, Infrared, and  USB Type-C with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  compass/ magnetometer,  gyroscope,  proximity sensor, and  fingerprint sensor. The Poco X6 Neo 5G supports     face unlock.As of 22nd January 2025, Poco X6 Neo 5G price in India starts at Rs. 11,999.",6.67-inch (1080x2400),MediaTek Dimensity 6080,16MP,108MP + 2MP,"8GB, 12GB","128GB, 256GB",5000mAh,Android 13,6.7,6,7.3,6.8,7.4,6.6,,11999,,Poco,X6 Neo 5G,11999,13th March 2024,,Touchscreen,,,161.11 x 74.95 x 7.69,175,IP54,5000,,33W Fast Charging,,"Astral Black, Horizon Blue, Martian Orange",,120 Hz,6.67,Yes,1080x2400 pixels,,,,octa-core,MediaTek Dimensity 6080,"8GB, 12GB","128GB, 256GB",,,,,108MP + 2MP,2,,,16MP,1,,,,Android 13,MIUI 14,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,,,Yes,802.11 a/b/g/n/ac,Yes,"Yes, v 5.30",Yes,Yes,,Yes,,,,,2,,,,,,,,,,,,
41,Samsung Galaxy M15 5G Prime Edition,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dgxb3rtg&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/samsung-galaxy-m15-5g-prime-edition-samsung-db-622x800-1727327253.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dgxb3rtg&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Samsung Galaxy M15 5G Prime Edition mobile was launched on 25th September 2024. The phone comes with a 90 Hz refresh rate 6.50-inch touchscreen display offering a resolution of  2340x1080 pixels (FHD+). It comes with 4GB, 6GB, 8GB of RAM. The Samsung Galaxy M15 5G Prime Edition runs Android 14 and  is powered by a 6000mAh non-removable battery.  The Samsung Galaxy M15 5G Prime Edition supports proprietary fast charging. As far as the cameras are concerned, the Samsung Galaxy M15 5G Prime Edition on the rear packs a triple camera setup featuring a 50-megapixel primary  camera;  a 5-megapixel  camera, and  a 2-megapixel  camera. It sports a 13-megapixel camera on the front for selfies.The Samsung Galaxy M15 5G Prime Edition runs One UI 5 is based on Android 14 and packs 128GB of inbuilt storage. The Samsung Galaxy M15 5G Prime Edition is a dual-SIM mobile. The Samsung Galaxy M15 5G Prime Edition measures 160.10 x 76.80 x 9.30mm (height x width x thickness)  and weighs 217.00 grams. It was launched in Blue Topaz, Celestial Blue, and  Stone Grey colours. Connectivity options on the Samsung Galaxy M15 5G Prime Edition include Wi-Fi,  GPS, Bluetooth v5.30, and  USB Type-C with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  compass/ magnetometer,  gyroscope,  proximity sensor, and  fingerprint sensor.As of 22nd January 2025, Samsung Galaxy M15 5G Prime Edition price in India starts at Rs. 11,999.",6.50-inch (2340x1080),,13MP,50MP + 5MP + 2MP,"4GB, 6GB, 8GB",128GB,6000mAh,Android 14,6.6,5.9,9.2,6.7,8.8,6.5,,11999,,Samsung,Galaxy M15 5G Prime Edition,11999,25th September 2024,,Touchscreen,,,160.10 x 76.80 x 9.30,217,,6000,,Proprietary,,"Blue Topaz, Celestial Blue, Stone Grey",,90 Hz,6.5,Yes,2340x1080 pixels,,,,,MediaTek Dimensity 6100+,"4GB, 6GB, 8GB",128GB,,,,,50MP + 5MP + 2MP,3,,,13MP,,,,,Android 14,One UI 5,,,Yes,,Yes,Yes,Yes,,Yes,,,Yes,,Yes,"Yes, v 5.30",,,,Yes,,,,,2,,,,,,,,,,,,
42,Vivo T3x 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b07wgnsvl1&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/Vivo-T3x-5G-DB-709x800-1713343670.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b07wgnsvl1&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Vivo T3x 5G mobile was launched on 17th April 2024. The phone comes with a 120 Hz refresh rate 6.72-inch touchscreen display offering a resolution of  2408x1080 pixels (FHD+). It comes with 4GB, 6GB, 8GB of RAM. The Vivo T3x 5G runs Android 14 and  is powered by a 6000mAh battery.  The Vivo T3x 5G supports 44W Flash Charge fast charging. As far as the cameras are concerned, the Vivo T3x 5G on the rear packs a dual camera setup featuring a 50-megapixel primary  camera, and  a 2-megapixel  camera. It has a single front camera setup for selfies, featuring  an 8-megapixel sensor.The Vivo T3x 5G runs Funtouch OS 14 is based on Android 14 and packs 128GB of inbuilt storage that can be expanded via microSD card (up to 1000GB) with a dedicated slot. The Vivo T3x 5G is a dual-SIM mobile. The Vivo T3x 5G measures 165.70 x 76.00 x 7.99mm (height x width x thickness)  and weighs 199.00 grams. It was launched in Celestial Green and  Crimson Bliss colours. It features an IP64 rating for dust and water protection. Connectivity options on the Vivo T3x 5G include Wi-Fi,  GPS, Bluetooth v5.10, USB OTG, and  USB Type-C with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  gyroscope,  proximity sensor, and  fingerprint sensor.As of 22nd January 2025, Vivo T3x 5G price in India starts at Rs. 11,748.",6.72-inch (2408x1080),,8MP,50MP + 2MP,"4GB, 6GB, 8GB",128GB,6000mAh,Android 14,6.5,5.8,7.2,6.6,8.7,6.4,,11748,,Vivo,T3x 5G,11748,17th April 2024,,Touchscreen,,,165.70 x 76.00 x 7.99,199,IP64,6000,,44W Flash Charge,,"Celestial Green, Crimson Bliss",,120 Hz,6.72,Yes,2408x1080 pixels,,,,,Qualcomm Snapdragon 6 Gen 1,"4GB, 6GB, 8GB",128GB,Yes,microSD,1000,Yes,50MP + 2MP,2,,,8MP,1,,,,Android 14,Funtouch OS 14,,,Yes,,,Yes,Yes,Yes,Yes,,,Yes,,Yes,"Yes, v 5.10",,,Yes,Yes,,,,,2,,,,,,,,,,,,
43,Google Pixel 9,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobh2hjg3hntsryt&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/Pixel-9-DB-709x800-1723555719.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobh2hjg3hntsryt&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Google Pixel 9 mobile was launched on 13th August 2024. The phone comes with a 60 Hz refresh rate 6.30-inch touchscreen display offering a resolution of  1080x2424 pixels (FHD+) at a pixel density of 422 pixels per inch (ppi). It comes with 12GB of RAM. The Google Pixel 9 runs Android 14 and  is powered by a 4700mAh non-removable battery.  The Google Pixel 9 supports wireless charging, as well as 45W Fast Charging fast charging. As far as the cameras are concerned, the Google Pixel 9 on the rear packs a dual camera setup featuring a 50-megapixel primary  camera, and  a 48-megapixel  camera. The rear camera setup has autofocus. It has a single front camera setup for selfies, featuring  a 10.5-megapixel sensor.Google Pixel 9 is based on Android 14 and packs 256GB of inbuilt storage. The Google Pixel 9 measures 152.80 x 72.00 x 8.50mm (height x width x thickness)  and weighs 198.00 grams. It was launched in Peony, Porcelain, Obsidian, and  Wintergreen colours. It features an IP68 rating for dust and water protection. Connectivity options on the Google Pixel 9 include Wi-Fi  802.11 a/b/g/n/ac/ax, GPS, Bluetooth v5.30, NFC, and  USB Type-C with active 4G on both SIM cards. Sensors on the  phone include  accelerometer,  ambient light sensor,  barometer,  compass/ magnetometer,  gyroscope,  proximity sensor, and  in-display fingerprint sensor. The Google Pixel 9 supports     face unlock.As of 22nd January 2025, Google Pixel 9 price in India starts at Rs. 74,999.",6.30-inch (1080x2424),,10.5MP,50MP + 48MP,12GB,256GB,4700mAh,Android 14,8.2,5.7,9.6,9.2,7.3,9.2,,74999,,Google,Pixel 9,74999,13th August 2024,,Touchscreen,,,152.80 x 72.00 x 8.50,198,IP68,4700,,45W Fast Charging,Yes,"Peony, Porcelain, Obsidian, Wintergreen",,60 Hz,6.3,Yes,1080x2424 pixels,,,,,Google Tensor G4,12GB,256GB,No,,,,50MP + 48MP,2,Yes,Yes,10.5MP,1,,,,Android 14,,Yes,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,802.11 a/b/g/n/ac/ax,Yes,"Yes, v 5.30",Yes,,,Yes,,,,,,,,,,,,,,,,,
44,Moto G45 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobh3ykqqdzz2wzh&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/Moto-G45-5G-DB-709x800-1724222404.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=1-mobh3ykqqdzz2wzh&pgtyp=product&pgcat=Mobiles&clicked_on=13,"The Moto G45 5G is a budget smartphone from Motorola that is powered by a Snapdragon 6s Gen 3 chipset. It features a large 6.5-inch IPS LCD screen with a 120Hz refresh rate, and the phone is powered by a 5,000mAh battery. 
The design includes a vegan leather finish on the rear panel and flat plastic edges. On the back, there's a raised camera module and the Motorola batwing logo. The Moto G45 5G is available in Brilliant Blue, Brilliant Green, and Viva Magenta colourways.
Running on Android 14 with My UX skin, the Moto G45 5G is a decent performer for daily tasks and light gaming. The 50-megapixel main camera is paired with an 8-megapixel macro camera, while a 16-megapixel camera on the front handles selfies and video calls.",6.50-inch (720x1600),Qualcomm Snapdragon 6s Gen 3,16MP,50MP + 2MP,"4GB, 8GB",128GB,5000mAh,Android 14,6.4,5.6,7.1,6.5,7.3,6.3,,9999,,Motorola,Moto G45 5G,9999,21st August 2024,,Touchscreen,,Vegan Leather,162.70 x 74.64 x 8.00,183,IP52,5000,,20W Fast Charging,No,"Brilliant Blue, Brilliant Green, Viva Magenta",,120 Hz,6.5,Yes,720x1600 pixels,Corning Gorilla Glass 3,20:09,,octa-core,Qualcomm Snapdragon 6s Gen 3,"4GB, 8GB",128GB,Yes,microSD,1000,No,50MP + 2MP,2,,,16MP,1,,,,Android 14,Hello UI,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,802.11 a/b/g/n/ac,Yes,"Yes, v 5.10",No,,No,Yes,,,,,2,,,,Nano-SIM,,,,Yes,Yes,Nano-SIM,,
45,Redmi A4 5G,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dlw427yg&pgtyp=product&pgcat=Mobiles&clicked_on=13,https://i.gadgets360cdn.com/products/large/redmi-a4-5g-db-648x800-1732087838.jpg,https://pricee.com/api/redirect/t.php?utm_source=PRICE-IN-INDIA&itemid=2-b0dlw427yg&pgtyp=product&pgcat=Mobiles&clicked_on=13,"Xiaomi’s Redmi A4 5G has an attractive design that uses a polycarbonate mid-frame sandwiched between two sheets of glass. Its design is also IP52-rated for dust and water resistance.
The phone has a large display but lacks adequate brightness when viewed outdoors. Viewing angles are also a problem both indoors and outdoors, but the device surprisingly offers Widevine L1 support for full-HD video streaming quality.
Performance is not its strong point. The phone can run apps smoothly but cannot handle heavy 3D games. Camera performance is decent for its price tag when used in daylight but does perform well in low light.
Software works smoothly until you multitask or switch between apps. Its also loaded with tonnes of third-party apps and games. Battery life is average for this price point, and the same can be said about wired charging speeds.",6.88-inch (720x1640),Qualcomm Snapdragon 4s Gen 2,5MP,50MP + Unspecified,4GB,"64GB, 128GB",5160mAh,Android 14,6.3,5.5,7,6.4,7.6,6.2,,8299,,Redmi,A4 5G,8299,20th November 2024,,,,,171.88 x 77.80 x 8.22,212.35,IP52,5160,,,No,"Sparkling Purple, Starry Bllack",,120 Hz,6.88,Yes,720x1640 pixels,,,,octa-core,Qualcomm Snapdragon 4s Gen 2,4GB,"64GB, 128GB",Yes,microSD,Jan-24,Yes,50MP + Unspecified,2,,,5MP,1,,,,Android 14,HyperOS,,,,,,,,,,,,Yes,802.11 a/b/g/n/ac,Yes,"Yes, v 5.00",,,,Yes,,,,,2,,,,Nano-SIM,,,,Yes,Yes,Nano-SIM,,
